
train_section_100_malGAN:2024-05-15 19:38:40.153911,4477,10,40,MalConv,ReLU,"[256, 512, 256]","[256, 512, 256]",-0.713319003582001,-0.713387846946716,2210.000,0.00000000,0.00000000,0.00000000,0.00000000


train_import_100_malGAN:2024-05-15 21:15:14.969384,11473,10,40,MalConv,ReLU,"[256, 512, 256]","[256, 512, 256]",-0.693243205547333,-0.693153798580170,5743.500,0.75750000,0.00000000,0.00000000,0.00000000
